rank,file,disease,assertions,pairs,assessed_pairs,mismatch_assertions,partial_assertions,mismatch_aspects,partial_aspects,match_aspects,root_mismatch,root_partial,root_match,max_p_mismatch,no_evidence,missing_snippet,invalid_input,api_error,not_assessed,ready,cached_pairs
607,kb/disorders/DPAGT1-Congenital_Disorder_of_Glycosylation.yaml,DPAGT1-congenital disorder of glycosylation,65,85,69,12,42,49,159,254,0,34,35,0.89,16,0,0,0,0,0,0
608,kb/disorders/Combined_Oxidative_Phosphorylation_Deficiency_28.yaml,Combined Oxidative Phosphorylation Deficiency 28,54,68,51,12,36,62,131,191,5,32,14,0.89,17,0,0,0,0,0,0
609,kb/disorders/Cardiac_Valvular_Ehlers-Danlos_Syndrome.yaml,Cardiac Valvular Ehlers-Danlos Syndrome,28,41,38,12,22,42,97,113,3,23,12,0.89,2,0,0,1,0,0,0
610,kb/disorders/Chagas_Disease.yaml,Chagas disease,65,77,53,12,29,60,99,186,0,39,14,0.88,24,0,0,0,0,0,0
611,kb/disorders/Charcot-Marie-Tooth_Disease_Axonal_Type_2C.yaml,Charcot-Marie-Tooth Disease Axonal Type 2C,39,52,42,12,27,46,106,142,4,29,9,0.88,10,0,0,0,0,0,0
612,kb/disorders/CAGSSS_Syndrome.yaml,CAGSSS Syndrome,40,61,45,12,24,41,119,162,3,29,13,0.88,16,0,0,0,0,0,0
613,kb/disorders/Capillary_Malformation-Arteriovenous_Malformation_Syndrome.yaml,Capillary Malformation-Arteriovenous Malformation Syndrome,32,33,27,12,22,22,83,110,0,20,7,0.88,6,0,0,0,0,0,0
614,kb/disorders/Denys-Drash_Syndrome.yaml,Denys-Drash Syndrome,49,61,43,12,26,24,109,142,2,27,14,0.86,18,0,0,0,0,0,0
615,kb/disorders/Dacryocystitis-Osteopoikilosis_Syndrome.yaml,Dacryocystitis-Osteopoikilosis Syndrome,37,44,29,12,20,46,94,88,1,23,5,0.83,15,0,0,0,0,0,0
616,kb/disorders/GUCY2D-Related_Retinopathy.yaml,GUCY2D-Related Retinopathy,30,34,23,12,18,46,86,54,8,15,0,0.83,11,0,0,0,0,0,0
617,kb/disorders/Autosomal_Dominant_Striatal_Neurodegeneration.yaml,Autosomal dominant striatal neurodegeneration,34,57,56,12,28,33,106,229,3,25,28,0.82,0,0,0,1,0,0,0
618,kb/disorders/Cerebral_Amyloid_Angiopathy.yaml,Cerebral Amyloid Angiopathy,50,55,42,12,32,25,105,131,0,28,14,0.8099999999999999,13,0,0,0,0,0,0
619,kb/disorders/Barth_Syndrome.yaml,Barth syndrome,65,77,63,12,42,23,118,278,0,30,33,0.78,14,0,0,0,0,0,0
620,kb/disorders/Blue_Rubber_Bleb_Nevus_Syndrome.yaml,Blue Rubber Bleb Nevus Syndrome,39,41,41,12,37,30,122,94,5,28,8,0.76,0,0,0,0,0,0,0
621,kb/disorders/Congenital_Sucrase-Isomaltase_Deficiency.yaml,Congenital Sucrase-Isomaltase Deficiency,47,61,59,12,37,32,133,296,2,14,43,0.74,1,0,0,1,0,0,0
622,kb/disorders/Charcot-Marie-Tooth_Disease_X-linked_Recessive_4.yaml,Charcot-Marie-Tooth Disease X-linked Recessive 4,55,72,49,11,29,46,136,171,8,33,8,1.0,23,0,0,0,0,0,0
623,kb/disorders/Allopurinol_Induced_SJS_TEN.yaml,Allopurinol-Induced Stevens-Johnson Syndrome/Toxic Epidermal Necrolysis,40,50,44,11,25,46,86,192,2,23,19,0.99,6,0,0,0,0,0,0
624,kb/disorders/Cogan_Syndrome.yaml,Cogan Syndrome,68,102,73,11,34,32,167,255,2,35,36,0.98,28,0,0,1,0,0,0
625,kb/disorders/Autosomal_Recessive_Nonsyndromic_Hearing_Loss_102.yaml,Autosomal Recessive Nonsyndromic Hearing Loss 102,35,43,29,11,19,51,93,109,2,22,5,0.98,14,0,0,0,0,0,0
626,kb/disorders/Carotid_Artery_Occlusion.yaml,Carotid Artery Occlusion,33,45,43,11,30,49,141,112,4,30,9,0.97,1,0,0,1,0,0,0
627,kb/disorders/Autism_Susceptibility_to_X-Linked_3.yaml,"Autism, Susceptibility to, X-Linked 3",29,44,36,11,19,85,103,83,10,25,1,0.97,8,0,0,0,0,0,0
628,kb/disorders/Diamond-Blackfan_Anemia_15_With_Mandibulofacial_Dysostosis.yaml,Diamond-Blackfan Anemia 15 with Mandibulofacial Dysostosis,54,71,54,11,34,26,135,169,4,40,10,0.96,16,0,0,1,0,0,0
629,kb/disorders/Charcot-Marie-Tooth_Disease_Axonal_Type_2JJ.yaml,"Charcot-Marie-Tooth disease, axonal, type 2JJ",31,46,36,11,20,61,137,68,7,24,5,0.96,9,0,0,1,0,0,0
630,kb/disorders/Cyclic_Hematopoiesis.yaml,Cyclic Hematopoiesis,46,60,60,11,36,63,102,199,5,37,18,0.95,0,0,0,0,0,0,0
631,kb/disorders/Bazex_Dupre_Christol_Syndrome.yaml,Bazex-Dupre-Christol Syndrome,52,65,45,11,31,38,78,155,1,23,21,0.95,20,0,0,0,0,0,0
632,kb/disorders/Autosomal_Recessive_Nonsyndromic_Hearing_Loss_15.yaml,Autosomal Recessive Nonsyndromic Hearing Loss 15,37,51,45,11,25,61,107,206,2,27,16,0.95,6,0,0,0,0,0,0
633,kb/disorders/Autosomal_Recessive_Nonsyndromic_Hearing_Loss_97.yaml,Autosomal Recessive Nonsyndromic Hearing Loss 97,30,46,34,11,18,53,107,101,4,25,5,0.95,12,0,0,0,0,0,0
634,kb/disorders/Autosomal_Recessive_Nonsyndromic_Hearing_Loss_123.yaml,Autosomal Recessive Nonsyndromic Hearing Loss 123,33,39,22,11,14,51,70,76,7,10,5,0.94,17,0,0,0,0,0,0
635,kb/disorders/Acute_Radiation_Syndrome.yaml,Acute Radiation Syndrome,36,38,15,11,11,32,32,38,2,9,4,0.94,23,0,0,0,0,0,0
636,kb/disorders/ALG2-Congenital_Disorder_of_Glycosylation.yaml,ALG2-congenital disorder of glycosylation,67,84,57,11,36,49,141,225,2,38,17,0.93,27,0,0,0,0,0,57
637,kb/disorders/Cervical_Dystonia.yaml,Cervical Dystonia,32,39,22,11,14,35,49,44,2,17,3,0.93,17,0,0,0,0,0,0
638,kb/disorders/Diabetes_Deafness_Developmental_Delay_and_Short_Stature_Syndrome.yaml,Diabetes Deafness Developmental Delay and Short Stature Syndrome,37,51,40,11,23,80,104,121,3,23,14,0.91,11,0,0,0,0,0,0
639,kb/disorders/Congenital_Hypomyelinating_Neuropathy.yaml,Congenital Hypomyelinating Neuropathy,42,55,39,11,24,44,135,165,2,25,12,0.89,15,0,0,1,0,0,0
640,kb/disorders/Alopecia-Intellectual_Disability_Syndrome_4.yaml,Alopecia-Intellectual Disability Syndrome 4,40,66,63,11,34,25,164,239,1,37,25,0.88,2,0,0,1,0,0,0
641,kb/disorders/Arterial_Calcification_of_Infancy.yaml,Arterial Calcification of Infancy,47,62,60,11,33,29,124,339,1,26,33,0.88,2,0,0,0,0,0,0
642,kb/disorders/Autosomal_Recessive_Multiple_Pterygium_Syndrome.yaml,Autosomal Recessive Multiple Pterygium Syndrome,40,46,45,11,29,25,83,184,2,20,23,0.88,1,0,0,0,0,0,0
643,kb/disorders/Essential_Tremor.yaml,Essential Tremor,39,43,29,11,24,32,79,85,3,22,4,0.88,13,0,0,1,0,0,0
644,kb/disorders/Bells_Palsy.yaml,Bell's palsy,41,47,45,11,28,33,77,164,2,22,21,0.87,0,0,1,1,0,0,0
645,kb/disorders/Camurati-Engelmann_Disease.yaml,Camurati-Engelmann Disease,44,62,51,11,31,53,156,217,0,33,18,0.86,10,0,0,1,0,0,0
646,kb/disorders/Autosomal_Recessive_Nonsyndromic_Hearing_Loss_48.yaml,Autosomal Recessive Nonsyndromic Hearing Loss 48,38,62,47,11,21,82,119,174,4,28,15,0.86,15,0,0,0,0,0,0
647,kb/disorders/Autosomal_Recessive_Limb-Girdle_Muscular_Dystrophy.yaml,Autosomal Recessive Limb-Girdle Muscular Dystrophy,44,46,33,11,29,46,95,100,0,23,10,0.85,13,0,0,0,0,0,0
648,kb/disorders/GALNT2-Congenital_Disorder_of_Glycosylation.yaml,GALNT2-Congenital Disorder of Glycosylation,57,63,34,11,23,35,84,122,2,24,8,0.85,29,0,0,0,0,0,0
649,kb/disorders/Deeah_Syndrome.yaml,Deeah Syndrome,48,57,44,11,33,34,144,154,3,31,10,0.84,13,0,0,0,0,0,0
650,kb/disorders/ECHS1_Deficiency.yaml,ECHS1 Deficiency,29,35,32,11,24,25,107,105,1,21,10,0.84,3,0,0,0,0,0,0
651,kb/disorders/CYB561-Related_Orthostatic_Hypotension.yaml,CYB561-Related Orthostatic Hypotension,41,47,32,11,18,30,56,102,3,17,12,0.84,15,0,0,0,0,0,0
652,kb/disorders/Adenosine_Kinase_Deficiency.yaml,Adenosine Kinase Deficiency,62,80,79,11,56,47,193,340,0,36,43,0.83,1,0,0,0,0,0,0
653,kb/disorders/COG8-Congenital_Disorder_of_Glycosylation.yaml,COG8-congenital disorder of glycosylation,56,74,69,11,46,47,216,241,2,35,32,0.83,3,0,0,2,0,0,0
654,kb/disorders/Chediak-Higashi_Syndrome.yaml,Chediak-Higashi Syndrome,49,59,51,11,34,39,132,163,3,35,13,0.83,8,0,0,0,0,0,0
655,kb/disorders/Brown-Vialetto-Van_Laere_Syndrome.yaml,Brown-Vialetto-Van Laere Syndrome,36,47,47,11,31,64,99,193,2,26,19,0.83,0,0,0,0,0,0,0
656,kb/disorders/Erythropoietic_Protoporphyria.yaml,Erythropoietic Protoporphyria,42,58,46,11,25,36,89,207,6,25,15,0.82,12,0,0,0,0,0,0
657,kb/disorders/COG7-Congenital_Disorder_of_Glycosylation.yaml,COG7-congenital disorder of glycosylation,82,88,84,11,73,15,190,342,0,23,61,0.81,4,0,0,0,0,0,0
658,kb/disorders/Age_Related_Macular_Degeneration.yaml,Age-Related Macular Degeneration,60,74,69,11,30,25,126,392,0,25,44,0.79,5,0,0,0,0,0,0
659,kb/disorders/Brachydactyly_Type_C.yaml,Brachydactyly Type C,28,44,35,11,20,69,105,125,4,22,9,0.79,8,0,0,1,0,0,0
660,kb/disorders/COQ6-Related_Steroid-Resistant_Nephrotic_Syndrome.yaml,COQ6-Related Steroid-Resistant Nephrotic Syndrome with Sensorineural Deafness,54,60,44,11,34,22,97,162,2,24,18,0.77,16,0,0,0,0,0,0
661,kb/disorders/Dominant_Beta-Thalassemia.yaml,Dominant Beta-Thalassemia,41,53,40,11,27,40,118,132,4,32,4,0.76,13,0,0,0,0,0,0
662,kb/disorders/Cleidocranial_Dysplasia.yaml,Cleidocranial Dysplasia,38,46,44,11,29,20,53,189,1,10,33,0.75,1,0,0,1,0,0,0
663,kb/disorders/Aland_Island_Eye_Disease.yaml,Aland Islands Eye Disease,41,56,55,11,37,17,138,221,0,31,24,0.72,0,0,0,1,0,0,0
664,kb/disorders/Biliary_Atresia.yaml,Biliary Atresia,61,68,35,10,26,48,101,109,3,23,9,0.99,33,0,0,0,0,0,0
665,kb/disorders/Diffuse_Astrocytoma.yaml,Diffuse Astrocytoma,40,41,19,10,14,33,46,38,7,10,2,0.98,22,0,0,0,0,0,0
666,kb/disorders/Anal_Canal_Adenocarcinoma.yaml,Anal Canal Adenocarcinoma,40,46,46,10,35,33,100,142,1,29,16,0.97,0,0,0,0,0,0,0
667,kb/disorders/CDKL5_Deficiency_Disorder.yaml,CDKL5 Deficiency Disorder,61,69,36,10,26,81,89,125,1,21,14,0.96,32,0,0,1,0,0,0
668,kb/disorders/CFAP418-related_Retinal_Ciliopathy.yaml,CFAP418-related retinal ciliopathy,31,36,36,10,26,28,88,107,8,21,7,0.96,0,0,0,0,0,0,0
669,kb/disorders/Cornelia_de_Lange_Syndrome_1.yaml,Cornelia de Lange Syndrome 1,61,74,46,10,32,71,135,163,0,40,6,0.95,28,0,0,0,0,0,0
670,kb/disorders/Chikungunya.yaml,Chikungunya,37,46,35,10,22,55,72,145,3,20,12,0.95,11,0,0,0,0,0,0
671,kb/disorders/Bjornstad_Syndrome.yaml,Bjornstad Syndrome,37,48,34,10,22,38,119,115,2,27,5,0.9400000000000001,14,0,0,0,0,0,0
672,kb/disorders/Choroideremia-Deafness-Obesity_Syndrome.yaml,Choroideremia-Deafness-Obesity Syndrome,38,46,33,10,21,32,74,94,5,21,7,0.94,12,0,0,1,0,0,0
673,kb/disorders/Bleeding_Disorder_Platelet-type_21.yaml,"Bleeding disorder, platelet-type, 21",39,47,31,10,21,37,101,116,4,20,7,0.93,16,0,0,0,0,0,0
674,kb/disorders/CHEK2-related_Cancer_Predisposition.yaml,CHEK2-related Cancer Predisposition,30,53,45,10,19,42,88,168,1,30,14,0.92,8,0,0,0,0,0,0
675,kb/disorders/Anterior_Spinal_Artery_Syndrome.yaml,Anterior Spinal Artery Syndrome,47,56,54,10,40,29,135,173,0,38,16,0.91,2,0,0,0,0,0,0
676,kb/disorders/Central_Serous_Chorioretinopathy.yaml,Central Serous Chorioretinopathy,40,49,36,10,24,47,83,116,6,19,11,0.91,13,0,0,0,0,0,0
677,kb/disorders/Chronic_Granulomatous_Disease.yaml,Chronic Granulomatous Disease,73,89,60,10,37,41,124,282,4,30,26,0.9,28,0,0,1,0,0,0
678,kb/disorders/Bone_Fragility_With_Contractures_Arterial_Rupture_And_Deafness.yaml,Bone Fragility With Contractures Arterial Rupture And Deafness,43,49,39,10,30,36,100,128,3,17,19,0.9,10,0,0,0,0,0,0
679,kb/disorders/Birt-Hogg-Dube_Syndrome.yaml,Birt-Hogg-Dube Syndrome,22,39,35,10,17,53,84,123,0,25,10,0.9,4,0,0,0,0,0,0
680,kb/disorders/CEDNIK_Syndrome.yaml,CEDNIK Syndrome,53,56,33,10,21,17,48,160,0,14,19,0.89,22,0,0,1,0,0,0
681,kb/disorders/DICER1_Tumor_Predisposition_Syndrome.yaml,DICER1 Tumor Predisposition Syndrome,24,36,29,10,16,39,64,107,2,23,4,0.89,7,0,0,0,0,0,0
682,kb/disorders/Bronchiectasis_And_Nasal_Polyposis.yaml,Bronchiectasis and Nasal Polyposis,44,60,45,10,29,29,104,128,3,34,8,0.88,14,0,0,1,0,0,0
683,kb/disorders/Combined_Immunodeficiency_Due_To_CTPS1_Deficiency.yaml,Combined Immunodeficiency Due to CTPS1 Deficiency,48,62,40,10,24,50,106,171,2,26,12,0.88,22,0,0,0,0,0,0
684,kb/disorders/CHIME_syndrome.yaml,CHIME_syndrome,30,34,26,10,20,14,40,105,1,13,12,0.88,8,0,0,0,0,0,0
685,kb/disorders/Combined_Oxidative_Phosphorylation_Defect_Type_4.yaml,Combined Oxidative Phosphorylation Defect Type 4,54,58,39,10,33,45,94,142,2,25,12,0.87,19,0,0,0,0,0,0
686,kb/disorders/Carotid_Stenosis.yaml,Carotid Stenosis,37,44,38,10,27,34,140,148,1,24,13,0.87,5,0,0,1,0,0,0
687,kb/disorders/CALFAN_Syndrome.yaml,CALFAN Syndrome,39,47,47,10,35,60,135,137,5,24,18,0.86,0,0,0,0,0,0,0
688,kb/disorders/Cerebral_Cavernous_Malformation.yaml,Cerebral Cavernous Malformation,29,32,25,10,17,18,44,136,0,16,9,0.85,7,0,0,0,0,0,0
689,kb/disorders/Cleft_Lip_Palate.yaml,Cleft Lip/Palate,38,42,39,10,31,30,83,133,1,26,12,0.84,3,0,0,0,0,0,0
690,kb/disorders/Charcot-Marie-Tooth_Disease_Axonal_Type_2P.yaml,Charcot-Marie-Tooth Disease Axonal Type 2P,55,78,54,10,29,58,171,173,2,44,8,0.83,24,0,0,0,0,0,0
691,kb/disorders/Aflatoxicosis.yaml,Aflatoxicosis,43,60,42,10,25,30,94,159,0,27,15,0.83,18,0,0,0,0,0,0
692,kb/disorders/AIPL1-Related_Retinopathy.yaml,AIPL1-Related Retinopathy,38,49,46,10,29,28,99,166,0,34,12,0.82,3,0,0,0,0,0,46
693,kb/disorders/Clear_Cell_Renal_Cell_Carcinoma.yaml,Clear Cell Renal Cell Carcinoma,48,54,26,10,19,23,108,80,0,23,3,0.81,28,0,0,0,0,0,0
694,kb/disorders/Aicardi_Syndrome.yaml,Aicardi Syndrome,62,70,38,10,29,29,95,108,2,31,5,0.8,32,0,0,0,0,0,31
695,kb/disorders/COG4-Congenital_Disorder_of_Glycosylation.yaml,COG4-Congenital Disorder of Glycosylation,49,60,55,10,36,20,103,175,2,29,24,0.79,5,0,0,0,0,0,0
696,kb/disorders/DEF6_Deficiency.yaml,DEF6 Deficiency,45,51,35,10,26,20,85,135,2,21,12,0.79,15,0,0,1,0,0,0
697,kb/disorders/B4GALT1-Congenital_Disorder_of_Glycosylation.yaml,B4GALT1-Congenital Disorder of Glycosylation,64,80,59,10,41,21,125,256,0,35,24,0.65,20,0,0,1,0,0,0
698,kb/disorders/Dimethylglycine_Dehydrogenase_Deficiency.yaml,Dimethylglycine Dehydrogenase Deficiency,35,46,45,10,32,22,172,228,1,30,14,0.64,0,0,0,1,0,0,0
699,kb/disorders/Ebola_Virus_Disease_EVD.yaml,Ebola Virus Disease (EVD),12,30,29,9,9,40,19,75,4,19,6,0.99,1,0,0,0,0,0,0
700,kb/disorders/CD16_Deficiency.yaml,CD16 Deficiency,38,52,36,9,20,36,89,128,3,21,12,0.96,15,0,0,1,0,0,0
701,kb/disorders/Autosomal_Dominant_Robinow_Syndrome_1.yaml,Autosomal Dominant Robinow Syndrome 1,56,72,47,9,31,34,116,153,6,21,20,0.95,24,0,0,1,0,0,0
702,kb/disorders/CPLX1-Related_DEE.yaml,CPLX1-Related Developmental and Epileptic Encephalopathy,40,45,31,9,26,109,121,78,4,19,8,0.95,13,0,0,1,0,0,0
703,kb/disorders/Cauda_Equina_Syndrome.yaml,Cauda Equina Syndrome,36,48,39,9,26,29,83,148,2,24,13,0.95,9,0,0,0,0,0,0
704,kb/disorders/Adult_Onset_Foveomacular_Vitelliform_Dystrophy.yaml,Adult-Onset Foveomacular Vitelliform Dystrophy,30,37,31,9,19,43,88,100,2,20,9,0.95,6,0,0,0,0,0,31
705,kb/disorders/CD27-related_lymphoproliferative_and_immune_disorder.yaml,CD27-related lymphoproliferative and immune disorder,55,78,76,9,44,18,186,294,2,40,34,0.9400000000000001,0,0,0,2,0,0,0
706,kb/disorders/Clouston_Syndrome.yaml,Clouston Syndrome,41,51,37,9,25,46,94,120,2,24,11,0.94,14,0,0,0,0,0,0
707,kb/disorders/Chronic_Pancreatitis.yaml,Chronic Pancreatitis,41,50,38,9,23,14,74,102,3,23,12,0.94,11,0,0,1,0,0,0
708,kb/disorders/Charcot-Marie-Tooth_Disease.yaml,Charcot-Marie-Tooth Disease,27,52,40,9,15,71,61,117,3,34,3,0.94,12,0,0,0,0,0,0
709,kb/disorders/Chronic_Primary_Adrenal_Insufficiency.yaml,Chronic Primary Adrenal Insufficiency,49,57,42,9,26,27,126,155,2,26,14,0.93,15,0,0,0,0,0,0
710,kb/disorders/CDH1-Related_Hereditary_Diffuse_Gastric_Cancer.yaml,CDH1-Related Hereditary Diffuse Gastric Cancer,20,32,27,9,15,28,60,114,1,17,9,0.93,5,0,0,0,0,0,0
711,kb/disorders/Diastrophic_Dysplasia.yaml,Diastrophic Dysplasia,76,105,80,9,41,23,160,338,2,36,42,0.9299999999999999,24,0,0,1,0,0,0
712,kb/disorders/ATF6-Related_Retinopathy.yaml,ATF6-Related Retinopathy,34,48,48,9,30,38,139,151,6,28,14,0.92,0,0,0,0,0,0,48
713,kb/disorders/Autosomal_Recessive_Spinocerebellar_Ataxia_15.yaml,Autosomal Recessive Spinocerebellar Ataxia 15,33,40,34,9,24,23,75,119,1,21,12,0.92,6,0,0,0,0,0,0
714,kb/disorders/ALG3-Congenital_Disorder_of_Glycosylation.yaml,ALG3-congenital disorder of glycosylation,67,87,61,9,39,27,147,237,1,41,19,0.91,26,0,0,0,0,0,61
715,kb/disorders/BLOC1S1-related_Complex_Neurodevelopmental_Disorder_with_Leukodystrophy.yaml,BLOC1S1-related Complex Neurodevelopmental Disorder with Leukodystrophy,48,58,58,9,31,59,105,279,4,20,34,0.91,0,0,0,0,0,0,0
716,kb/disorders/Autoimmune_Gastritis.yaml,Autoimmune Gastritis,58,82,52,9,25,41,129,183,1,40,11,0.91,30,0,0,0,0,0,0
717,kb/disorders/Balkan_Endemic_Nephropathy.yaml,Balkan Endemic Nephropathy,36,39,23,9,18,21,53,76,1,16,6,0.91,16,0,0,0,0,0,0
718,kb/disorders/Cornelia_de_Lange_Syndrome_4.yaml,Cornelia de Lange Syndrome 4,52,83,60,9,24,35,137,196,4,43,13,0.88,22,0,0,1,0,0,0
719,kb/disorders/CN_Related_DEE.yaml,CN-Related Developmental and Epileptic Encephalopathy,38,46,39,9,31,28,104,149,0,22,17,0.86,6,0,0,1,0,0,0
720,kb/disorders/Carney-Stratakis_Syndrome.yaml,Carney-Stratakis syndrome,35,44,37,9,27,16,79,130,3,23,11,0.85,7,0,0,0,0,0,0
721,kb/disorders/Charlevoix-Saguenay_spastic_ataxia.yaml,Charlevoix-Saguenay spastic ataxia,57,61,50,9,34,11,96,208,0,21,29,0.84,11,0,0,0,0,0,0
722,kb/disorders/Autosomal_Dominant_Robinow_Syndrome_2.yaml,Autosomal Dominant Robinow Syndrome 2,46,52,29,9,23,22,72,114,1,17,11,0.83,23,0,0,0,0,0,0
723,kb/disorders/Familial_Hyperaldosteronism.yaml,familial hyperaldosteronism,41,48,39,9,28,26,87,186,1,24,14,0.8099999999999999,8,0,0,1,0,0,0
724,kb/disorders/DHRSX-Congenital_Disorder_of_Glycosylation.yaml,DHRSX-Congenital Disorder of Glycosylation,70,75,40,9,32,25,118,149,1,23,16,0.8,34,0,0,1,0,0,0
725,kb/disorders/Darier_Disease.yaml,Darier Disease,33,42,32,9,19,27,91,173,1,17,14,0.76,10,0,0,0,0,0,0
726,kb/disorders/Fountain_Syndrome.yaml,Fountain Syndrome,44,54,45,8,34,68,69,106,14,15,16,0.98,9,0,0,0,0,0,0
727,kb/disorders/Brachydactyly_Type_B1.yaml,Brachydactyly Type B1,31,47,36,8,21,66,119,146,4,22,10,0.95,10,0,0,1,0,0,0
728,kb/disorders/Avoidant_Restrictive_Food_Intake_Disorder.yaml,Avoidant Restrictive Food Intake Disorder,35,47,33,8,18,30,84,96,0,27,6,0.9400000000000001,14,0,0,0,0,0,0
729,kb/disorders/Acute_Post-Surgical_Pain.yaml,Acute Post-Surgical Pain,40,49,33,8,22,25,109,131,1,23,9,0.94,16,0,0,0,0,0,0
730,kb/disorders/Autoimmune_Retinopathy.yaml,Autoimmune Retinopathy,23,42,39,8,20,38,117,133,2,30,7,0.94,3,0,0,0,0,0,0
731,kb/disorders/Cataract_13_With_Adult_I_Phenotype.yaml,Cataract 13 With Adult I Phenotype,18,30,23,8,8,41,60,54,6,15,2,0.94,7,0,0,0,0,0,0
732,kb/disorders/Dermatosparaxis_Ehlers-Danlos_Syndrome.yaml,Dermatosparaxis Ehlers-Danlos Syndrome,39,64,56,8,30,44,147,251,3,36,17,0.93,7,0,0,1,0,0,2
733,kb/disorders/Acute_Hypotension.yaml,Acute Hypotension,32,36,33,8,22,36,72,87,5,17,11,0.93,3,0,0,0,0,0,0
734,kb/disorders/Corpus_Callosum_Agenesis-Intellectual_Disability-Coloboma-Micrognathia_Syndrome.yaml,Corpus Callosum Agenesis-Intellectual Disability-Coloboma-Micrognathia Syndrome,47,48,37,8,31,14,73,138,2,17,18,0.92,10,0,0,1,0,0,0
735,kb/disorders/DOORS_Syndrome.yaml,DOORS Syndrome,41,52,34,8,21,28,110,135,3,18,13,0.92,18,0,0,0,0,0,0
736,kb/disorders/Bilateral_Striopallidodentate_Calcinosis.yaml,Bilateral Striopallidodentate Calcinosis,38,46,38,8,19,46,72,185,1,17,20,0.92,8,0,0,0,0,0,0
737,kb/disorders/Free_Sialic_Acid_Storage_Disease.yaml,Free Sialic Acid Storage Disease,79,99,79,8,40,20,129,362,0,34,45,0.91,20,0,0,0,0,0,0
738,kb/disorders/D-Bifunctional_Protein_Deficiency.yaml,D-Bifunctional Protein Deficiency,35,39,29,8,19,37,72,95,2,17,10,0.9,10,0,0,0,0,0,0
739,kb/disorders/Cholangiocarcinoma.yaml,Cholangiocarcinoma,38,50,28,8,15,30,84,63,1,24,3,0.9,22,0,0,0,0,0,0
740,kb/disorders/22q11.2_Duplication_Syndrome.yaml,22q11.2 Duplication Syndrome,59,67,64,8,41,17,90,251,1,25,38,0.89,3,0,0,0,0,0,64
741,kb/disorders/Congenital_Isolated_Hyperinsulinism.yaml,Congenital Isolated Hyperinsulinism,43,51,44,8,29,14,114,183,2,25,17,0.87,7,0,0,0,0,0,0
742,kb/disorders/Bullous_Pemphigoid.yaml,Bullous Pemphigoid,34,44,38,8,26,44,101,136,1,27,10,0.87,5,0,0,1,0,0,0
743,kb/disorders/Camptodactyly.yaml,Camptodactyly,37,37,14,8,11,16,32,49,5,5,4,0.87,23,0,0,0,0,0,0
744,kb/disorders/Autosomal_Recessive_Spinocerebellar_Ataxia_20.yaml,Autosomal Recessive Spinocerebellar Ataxia 20,46,56,45,8,30,39,135,187,0,24,21,0.86,10,0,0,1,0,0,0
745,kb/disorders/Beck-Fahrner_Syndrome.yaml,Beck-Fahrner Syndrome,30,33,29,8,24,27,68,95,2,12,15,0.86,4,0,0,0,0,0,0
746,kb/disorders/Brittle_Cornea_Syndrome.yaml,Brittle Cornea Syndrome,33,43,37,8,22,20,72,155,1,18,18,0.86,6,0,0,0,0,0,0
747,kb/disorders/Chronic_Insomnia_Disorder.yaml,Chronic Insomnia Disorder,30,43,31,8,17,35,54,89,5,19,7,0.86,11,0,0,1,0,0,0
748,kb/disorders/Appendiceal_Neuroendocrine_Tumor.yaml,Appendiceal Neuroendocrine Tumor,27,33,33,8,24,20,73,108,0,23,10,0.85,0,0,0,0,0,0,0
749,kb/disorders/Cerebellar_Ataxia-Hypogonadism_Syndrome.yaml,Cerebellar Ataxia-Hypogonadism Syndrome,35,46,36,8,24,30,91,152,3,21,12,0.84,10,0,0,0,0,0,0
750,kb/disorders/Ficolin_3_Deficiency.yaml,Ficolin 3 Deficiency,31,41,29,8,18,35,60,87,3,20,6,0.84,12,0,0,0,0,0,0
751,kb/disorders/Bietti_Crystalline_Dystrophy.yaml,Bietti Crystalline Dystrophy,24,33,25,8,14,44,85,100,2,18,5,0.81,8,0,0,0,0,0,0
752,kb/disorders/Basal_Cell_Carcinoma.yaml,Basal Cell Carcinoma,41,47,23,8,16,36,98,50,0,21,2,0.79,24,0,0,0,0,0,0
753,kb/disorders/Dilated_Cardiomyopathy_1HH.yaml,Dilated Cardiomyopathy 1HH,19,25,17,8,11,26,84,68,0,16,1,0.79,8,0,0,0,0,0,0
754,kb/disorders/Carbonic_Anhydrase_VA_Deficiency.yaml,Carbonic Anhydrase VA Deficiency,20,22,21,8,16,15,55,96,0,10,11,0.78,1,0,0,0,0,0,0
755,kb/disorders/Dopa_Responsive_Dystonia.yaml,Dopa-Responsive Dystonia,28,40,35,8,23,18,127,151,0,24,11,0.77,4,0,0,1,0,0,4
756,kb/disorders/Central_Nervous_System_Teratoma.yaml,Central Nervous System Teratoma,49,56,51,8,42,18,130,153,0,40,11,0.71,5,0,0,0,0,0,0
757,kb/disorders/Chronic_Lymphocytic_Leukemia.yaml,Chronic Lymphocytic Leukemia,48,50,17,8,14,14,30,57,1,11,5,0.7,33,0,0,0,0,0,0
758,kb/disorders/Arterial_Tortuosity_Syndrome.yaml,Arterial Tortuosity Syndrome,47,51,49,8,32,16,94,189,1,15,33,0.65,2,0,0,0,0,0,0
759,kb/disorders/46_XY_DSD_Due_to_5_Alpha_Reductase_2_Deficiency.yaml,"46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency",57,69,69,8,50,10,133,299,1,26,42,0.64,0,0,0,0,0,0,69
